max_depth,max_features,min_samples_split,min_samples_leaf,fit_time_sec,experiment_id
8,5,5,5,0.1146078109741211,4e2973a6-58c9-42b3-ba06-18731b27d3f5
34,2,2,8,0.17092132568359375,95f66e92-7b39-45c5-8321-98789465a8ed
